id,iv,name,lat,lon,address,fileyear,city,statealpha,noclose,ivplus,ivneg
"050021",-.0089128,"WOODRUFF COMMUNITY HOSPITAL INC",33.827731,-118.11657,"3800 WOODRUFF AVE",2013,"LONG BEACH","CA",0,0,-.0089128
"050029",-.0060655,"SAINT LUKE MEDICAL CENTER",34.169171,-118.09621,"2632 E WASHINGTON BLVD",2013,"PASADENA","CA",0,0,-.0060655
"050033",.0045317,"MT ZION HOSP & MED CTR OF THE UCSF",37.784363,-122.43971,"1600 DIVISADERO ST",2013,"SAN FRANCISCO","CA",0,.0045317,0
"050051",-.0138651,"ALTA HOSPITAL DISTRICT",36.547658,-119.39044,"500 ADELAIDE WAY",2013,"DINUBA","CA",0,0,-.0138651
"050061",-.0119821,"ST FRANCIS MED CENTER OF SANTA BARBARA",34.432579,-119.70147,"601 E MICHELTORENA ST",2013,"SANTA BARBARA","CA",0,0,-.0119821
"050066",-.003731,"BAY HARBOR HOSPITAL",33.797819,-118.30286,"1437 W LOMITA BLVD",2013,"HARBOR CITY","CA",0,0,-.003731
"050068",-.0057137,"LINDSAY HOSPITAL MEDICAL CENTER",36.211243,-119.09609,"740 N SEQUOIA AVE",2013,"LINDSAY","CA",0,0,-.0057137
"050074",-.0035717,"KAISER FOUNDATION HOSPITAL - RICHMOND CAMPUS",37.925208,-122.3566,"901 NEVIN AVE",2013,"RICHMOND","CA",0,0,-.0035717
"050080",-.0073274,"THOMPSON MEMORIAL MEDICAL CENTER",34.183996,-118.30543,"466 E OLIVE AVE",2013,"BURBANK","CA",0,0,-.0073274
"050081",-.0018386,"SIERRA COMMUNITY HOSPITAL",36.786814,-119.78653,"2025 E DAKOTA AVE",2013,"FRESNO","CA",0,0,-.0018386
"050109",.0015713,"SUTTER MEMORIAL HOSPITAL",38.570673,-121.43983,"5151 F ST",2013,"SACRAMENTO","CA",0,.0015713,0
"050155",-.0180739,"MONROVIA COMMUNITY HOSPITAL",34.149088,-117.99215,"323 S HELIOTROPE AVE",2013,"MONROVIA","CA",0,0,-.0180739
"050170",-.0053291,"LONG BEACH COMMUNITY MEDICAL CENTER",33.788675,-118.14591,"1720 TERMINO AVE",2013,"LONG BEACH","CA",0,0,-.0053291
"050173",-.006388,"ANAHEIM GENERAL HOSPITAL",33.817262,-118.00697,"3350 W BALL RD",2012,"ANAHEIM","CA",0,0,-.006388
"050177",-.032916,"SANTA PAULA MEMORIAL HOSPITAL",34.365639,-119.0653,"825 N 10TH ST",2013,"SANTA PAULA","CA",0,0,-.032916
"050181",-.0036673,"LOS MEDANOS COMMUNITY HOSPITAL",38.008114,-121.87081,"2311 LOVERIDGE RD",2012,"PITTSBURG","CA",0,0,-.0036673
"050183",-.0055667,"STANISLAUS MEDICAL CENTER",37.647201,-120.98385,"830 SCENIC DR",2013,"MODESTO","CA",0,0,-.0055667
"050186",-.0105608,"SCRIPPS HOSPITAL-EAST COUNTY",32.812779,-116.91821,"1688 E MAIN ST",2013,"EL CAJON","CA",0,0,-.0105608
"050193",-.011339,"SOUTH COAST MEDICAL CENTER",33.50086,-117.74061,"31872 COAST HWY",2013,"LAGUNA BEACH","CA",0,0,-.011339
"050214",-.0070563,"GRANADA HILLS COMMUNITY HOSPITAL",34.260301,-118.5023,"10445 BALBOA BLVD",2013,"GRANADA HILLS","CA",0,0,-.0070563
"050215",-.0044944,"SAN JOSE MEDICAL CENTER",37.342762,-121.87666,"675 E SANTA CLARA ST",2013,"SAN JOSE","CA",0,0,-.0044944
"050241",-.0095763,"NORTH HOLLYWOOD MEDICAL CENTER",34.157629,-118.40801,"12629 RIVERSIDE DR",2013,"NORTH HOLLYWOOD","CA",0,0,-.0095763
"050263",-.005332,"WEST VALLEY HOSPITAL AND HEALTH CTR",34.219621,-118.60889,"22141 ROSCOE BLVD",2013,"CANOGA PARK","CA",0,0,-.005332
"050264",-.0080169,"SAN LEANDRO HOSPITAL",37.714474,-122.14164,"13855 E 14TH ST",2013,"SAN LEANDRO","CA",0,0,-.0080169
"050282",-.0117148,"MARTIN LUTHER HOSPITAL MED CENTER",33.850601,-117.94648,"1830 W ROMNEYA DR",2013,"ANAHEIM","CA",0,0,-.0117148
"050286",-.0021514,"MEMORIAL HOSPITAL AT EXETER",36.299186,-119.13259,"215 CRESPI AVE",2013,"EXETER","CA",0,0,-.0021514
"050299",-.0046751,"NORTHRIDGE HOSPITAL MED CTR-SHERMAN WY",34.199404,-118.4492,"14500 SHERMAN CIRCLE",2013,"VAN NUYS","CA",0,0,-.0046751
"050317",-.0008207,"PIONEER HOSPITAL",33.869118,-118.08235,"17831 S PIONEER BLVD",2013,"ARTESIA","CA",0,0,-.0008207
"050325",-.0076164,"TUOLUMNE GENERAL MEDICAL FACILITY",37.974545,-120.37925,"101 E HOSPITAL RD",2013,"SONORA","CA",0,0,-.0076164
"050328",-.0043165,"WESTSIDE HOSPITAL",34.059768,-118.36302,"910 S FAIRFAX AVE",2013,"LOS ANGELES","CA",0,0,-.0043165
"050337",-.0135894,"DESERT PALMS COMMUNITY HOSPITAL",34.558005,-118.10579,"1212 EAST AVE S",2013,"PALMDALE","CA",0,0,-.0135894
"050377",-.0027138,"CHOWCHILLA DISTRICT MEM HOSPITAL",37.120738,-120.27353,"1104 VENTURA AVE",2012,"CHOWCHILLA","CA",0,0,-.0027138
"050379",-.0182611,"MERCY WESTSIDE HOSPITAL",35.139652,-119.4517,"110 EAST NORTH ST",2013,"TAFT","CA",0,0,-.0182611
"050391",-.0074136,"SANTA TERESITA HOSPITAL",34.143068,-117.97755,"819 BUENA VISTA ST",2013,"DUARTE","CA",0,0,-.0074136
"050401",-.0051953,"WASHINGTON HOSPITAL",33.997789,-118.42563,"12101 W WASHINGTON BLVD",2013,"CULVER CITY","CA",0,0,-.0051953
"050418",-.0006778,"VISALIA COMMUNITY HOSPITAL",36.316099,-119.29207,"1633 S COURT ST",2013,"VISALIA","CA",0,0,-.0006778
"050420",-.0107668,"ROBERT F KENNEDY MEDICAL CENTER",33.929148,-118.3548,"4500 116TH ST",2013,"HAWTHORNE","CA",0,0,-.0107668
"050431",-.0075502,"BUENA PARK MEDICAL CENTER",33.876726,-117.99819,"5742 BEACH BLVD",2013,"BUENA PARK","CA",0,0,-.0075502
"050436",-.0048818,"BLOSS MEMORIAL HOSPITAL",37.351457,-120.60623,"1691 3RD ST",2013,"ATWATER","CA",0,0,-.0048818
"050449",-.0058047,"VALLEY COMMUNITY HOSPITAL",34.93734,-120.42901,"505 E PLAZA DR",2013,"SANTA MARIA","CA",0,0,-.0058047
"050456",-.0034064,"VISTA HOSPITAL OF SOUTH BAY",33.890516,-118.29705,"1246 W 155TH ST",2013,"GARDENA","CA",0,0,-.0034064
"050459",-.0071741,"AMI SOUTH BAY HOSPITAL",33.852357,-118.37937,"514 N PROSPECT AVE",2013,"REDONDO BEACH","CA",0,0,-.0071741
"050491",-.0090391,"SANTA ANA HOSPITAL MEDICAL CENTER INC",33.762198,-117.90286,"1901 N FAIRVIEW ST",2013,"SANTA ANA","CA",0,0,-.0090391
"050522",-.0184232,"DOCTORS MEDICAL CENTER PINOLE CAMPUS",37.997561,-122.30125,"2151 APPIAN WAY",2013,"PINOLE","CA",0,0,-.0184232
"050559",-.0036512,"DANIEL FREEMAN MARINA HOSPITAL",33.982193,-118.44062,"4650 LINCOLN BLVD",2013,"MARINA DEL REY","CA",0,0,-.0036512
"050560",-.0044424,"TUSTIN HOSPITAL MEDICAL CENTER",33.730343,-117.82986,"14662 NEWPORT AVE",2013,"TUSTIN","CA",0,0,-.0044424
"050564",-.0078804,"PACIFICA HOSPITAL",33.689785,-117.9932,"18800 DELAWARE ST",2013,"HUNTINGTON BEACH","CA",0,0,-.0078804
"050565",-.0054422,"FRIENDLY HILLS REGIONAL MEDICAL CENTER",33.924661,-117.95975,"1251 W LAMBERT RD",2013,"LA HABRA","CA",0,0,-.0054422
"050577",-.0044521,"ELASTAR COMMUNITY HOSPITAL",34.039111,-118.17136,"319 N HUMPHREYS AVE",2013,"LOS ANGELES","CA",0,0,-.0044521
"050578",-.0042072,"MARTIN LUTHER KING, JR - HARBOR HOSPITAL",33.923365,-118.23918,"12021 S WILMINGTON AVE",2012,"LOS ANGELES","CA",0,0,-.0042072
"050579",-.0036534,"CENTURY CITY DOCTORS HOSPITAL",34.058916,-118.41238,"2070 CENTURY PARK E",2013,"LOS ANGELES","CA",0,0,-.0036534
"050592",-.0060502,"BREA COMMUNITY HOSPITAL",33.932012,-117.9016,"380 W CENTRAL AVE",2013,"BREA","CA",0,0,-.0060502
"050593",-.0079968,"SHC SPECIALTY COMPREHENSIVE CANCER CTR",34.147168,-118.81949,"4415 S LAKEVIEW CANYON RD",2013,"WESTLAKE VILLAGE","CA",0,0,-.0079968
"050607",-.0031387,"HARBOR VIEW MEDICAL CENTER",32.724057,-117.16367,"120 ELM ST",2013,"SAN DIEGO","CA",0,0,-.0031387
"050635",-.005202,"KAISER FOUNDATION HOSPITAL",37.994437,-122.11046,"200 MUIR RD",2013,"MARTINEZ","CA",0,0,-.005202
"050685",-.0040376,"SOUTH VALLEY HOSPITAL",37.036567,-121.57383,"9400 NO NAME UNO",2013,"GILROY","CA",0,0,-.0040376
"050693",-.0035626,"IRVINE REGIONAL HOSPITAL & MEDICAL CENTER",33.662521,-117.77292,"16200 SAND CANYON AVE",2013,"IRVINE","CA",0,0,-.0035626
"050718",-.0081583,"VALLEY PLAZA DOCTORS HOSPITAL",33.812106,-117.22172,"2224 MEDICAL CENTER DR",2013,"PERRIS","CA",0,0,-.0081583
"050719",-.0028431,"HEART HOSPITAL, INC,THE",33.762243,-116.40668,"39 600 BOB HOPE DR",2013,"RANCHO MIRAGE","CA",0,0,-.0028431
"050753",-.0042224,"CENTURY CITY DOCTORS HOSPITAL",34.058916,-118.41238,"2070 CENTURY PARK E",2013,"LOS ANGELES","CA",0,0,-.0042224
"060026",-.002374,"PROVENANT MERCY HOSPITAL",39.742948,-104.95355,"1650 FILLMORE ST",2013,"DENVER","CO",0,0,-.002374
"070013",-.00188,"MT SINAI HOSPITAL",41.799606,-72.695145,"500 BLUE HILLS AVE",2013,"HARTFORD","CT",0,0,-.00188
"070026",-.0016094,"WINSTED MEMORIAL HOSPITAL",41.930471,-73.075676,"115 SPENCER ST",2013,"WINSTED","CT",0,0,-.0016094
"070030",-.0048691,"ST JOSEPH MEDICAL CENTER, INC",41.064434,-73.533014,"128 STRAWBERRY HILL AVE",2013,"STAMFORD","CT",0,0,-.0048691
"080005",-.0039248,"RIVERSIDE HOSPITAL",39.768077,-75.529411,"LEA BLVD & FRANKLIN PL",2013,"WILMINGTON","DE",0,0,-.0039248
"090007",-.0059214,"DISTRICT OF COLUMBIA GEN HOSPITAL",38.882727,-76.977208,"19TH & E STS SE",2013,"WASHINGTON","DC",0,0,-.0059214
"100005",-.0032901,"POLK GENERAL HOSPITAL",27.882515,-81.823643,"2010 E GEORGIA ST",2013,"BARTOW","FL",0,0,-.0032901
"100010",-.0007904,"ST MARYS HOSPITAL INC",26.753208,-80.062822,"901 45TH ST",2013,"WEST PALM BEACH","FL",0,0,-.0007904
"100027",-.0052276,"GULF PINES HOSPITAL",29.944674,-85.410664,"102 20TH ST",2013,"PORT SAINT JOE","FL",0,0,-.0052276
"100056",-.0020943,"CLEVELAND CLINIC HOSPITAL",26.16338,-80.101018,"3100 WESTON RD",2013,"WESTON","FL",0,0,-.0020943
"100074",-.0039971,"ST CLOUD HOSPITAL",28.2441,-81.301353,"2906 17TH ST",2013,"SAINT CLOUD","FL",0,0,-.0039971
"100085",-.0016444,"FLORIDA MEDICAL CENTER SOUTH",26.139486,-80.238987,"6701 W SUNRISE BLVD",2013,"PLANTATION","FL",0,0,-.0016444
"100108",-.0137136,"TRINITY COMMUNITY HOSPITAL",30.522092,-82.951562,"506 NW 4TH ST",2012,"JASPER","FL",0,0,-.0137136
"100129",-.0030998,"LAKESIDE ALTERNATIVES",28.567195,-81.430569,"1800 MERCY DR",2013,"ORLANDO","FL",0,0,-.0030998
"100144",-.0099783,"EVERGLADES MEMORIAL HOSPITAL",26.822116,-80.661261,"200 S BARFIELD HWY",2013,"PAHOKEE","FL",0,0,-.0099783
"100145",-.0027559,"PINELLAS COMMUNITY HOSPITAL",27.844226,-82.728677,"7950 66 ST N",2013,"PINELLAS PARK","FL",0,0,-.0027559
"100165",-.0015994,"SOUTHERN WINDS",25.748008,-80.317219,"2500 SW 75 AVE",2013,"MIAMI","FL",0,0,-.0015994
"100172",-.0010361,"SOUTH BEACH COMMUNITY HOSPITAL",25.776098,-80.140838,"630 ALTON RD",2012,"MIAMI BEACH","FL",0,0,-.0010361
"100174",-.0069097,"CLEARWATER COMMUNITY HOSPITAL",27.957085,-82.773572,"1521 E DRUID RD E",2013,"CLEARWATER","FL",0,0,-.0069097
"100186",-.0046485,"PHYSICIANS COMMUNITY HOSPITAL",27.740796,-82.640759,"3030 6TH ST S",2013,"SAINT PETERSBURG","FL",0,0,-.0046485
"100199",-.0014358,"POMPANO BEACH MEDICAL CENTER",26.226516,-80.134705,"600 SW 3RD ST",2013,"POMPANO BEACH","FL",0,0,-.0014358
"100207",-.0029636,"PALM BEACH REGIONAL HOSPITAL",26.628448,-80.085755,"2829 10 AVE N",2013,"LAKE WORTH","FL",0,0,-.0029636
"100222",-.0035088,"PARKWAY WEST REGIONAL MEDICAL CENTER",25.93165,-80.208667,"17300 NW 7TH AVE",2013,"MIAMI","FL",0,0,-.0035088
"100229",-.0029084,"ATLANTIC MEDICAL CENTER",29.204074,-81.057121,"400 N CLYDE MORRIS BLVD",2013,"DAYTONA BEACH","FL",0,0,-.0029084
"100235",-.0046744,"UNIVERSITY GENERAL HOSPITAL",27.86669,-82.788713,"10200 SEMINOLE BLVD",2013,"SEMINOLE","FL",0,0,-.0046744
"100237",.0004234,"NORTH RIDGE MEDICAL CENTER",26.198251,-80.132496,"5757 N DIXIE HWY",2013,"FORT LAUDERDALE","FL",0,.0004234,0
"100262",.0001443,"GOOD SAMARITAN HOSPITAL",26.72435,-80.049741,"PALM BEACH LAKES & FLAGER DR",2013,"WEST PALM BEACH","FL",0,.0001443,0
"100263",-.0054433,"SOUTH SEMINOLE COMMUNITY HOSPITAL",28.697861,-81.354043,"555 W STATE RD 434",2013,"LONGWOOD","FL",0,0,-.0054433
"100273",-.0012047,"HUMANA HOSPITAL DESTIN",30.395866,-86.47362,"996 AIRPORT RD",2013,"DESTIN","FL",0,0,-.0012047
"110033",-.0027125,"NORTHLAKE MEDICAL CENTER",33.826104,-84.250187,"1455 MONTREAL RD",2013,"TUCKER","GA",0,0,-.0027125
"110037",-.0028787,"SMITH HOSPITAL",30.991248,-83.372257,"117 E MAIN ST",2013,"HAHIRA","GA",0,0,-.0028787
"110052",-.0032342,"CHATTOOGA MEDICAL CENTER",34.491664,-85.338586,"1010 HIGHLAND AVE",2013,"SUMMERVILLE","GA",0,0,-.0032342
"110088",-.0075522,"MORGAN MEMORIAL HOSPITAL",33.58839,-83.475591,"1077 S MAIN ST",2013,"MADISON","GA",0,0,-.0075522
"110136",-.0333409,"MEDICAL SURG CENTER OF CENTRAL STATE",33.046533,-83.217376,"VINSON HWY",2013,"MILLEDGEVILLE","GA",0,0,-.0333409
"110140",-.0081674,"RIDGECREST HOSPITAL",34.884803,-83.416188,"393 RIDGECREST CIRCLE",2013,"CLAYTON","GA",0,0,-.0081674
"110171",-.0026407,"WEST PACES FERRY HOSPITAL",33.842805,-84.42793,"3200 HOWELL MILL RD NW",2013,"ATLANTA","GA",0,0,-.0026407
"110172",-.0070226,"EMORY DUNWOODY MEDICAL CENTER",33.925883,-84.309191,"4575 N SHALLOWFORD RD",2012,"ATLANTA","GA",0,0,-.0070226
"110179",-.0016543,"EMORY PARKWAY MEDICAL CENTER",33.775361,-84.604674,"1000 THORNTON RD",2013,"LITHIA SPRINGS","GA",0,0,-.0016543
"110203",-.0031421,"WESLEY WOODS GERIATRIC HOSPITAL",33.803153,-84.333259,"1821 CLIFTON RD, NE",2013,"ATLANTA","GA",0,0,-.0031421
"110208",-.0234286,"HANCOCK MEMORIAL HOSPITAL",33.268531,-82.970936,"453 BOLAND ST",2013,"SPARTA","GA",0,0,-.0234286
"119",-.0056272,"ORANGE COUNTY COMMUNITY HOSPITAL",33.831835,-118.01392,"6850 LINCOLN AVE",2013,"BUENA PARK","CA",0,0,-.0056272
"120010",-.0066849,"HAWAII MEDICAL CENTER EAST",21.328347,-157.85209,"2230 LILIHA ST",2013,"HONOLULU","HI",0,0,-.0066849
"120027",-.0085728,"HAWAII MEDICAL CENTER WEST",21.364787,-158.02666,"91-2141 FORT WEAVER RD",2012,"EWA BEACH","HI",0,0,-.0085728
"130005",-.0048844,"POCATELLO REGIONAL MEDICAL CENTER",42.873324,-112.41873,"777 HOSPITAL WAY",2013,"POCATELLO","ID",0,0,-.0048844
"130036",-.0094564,"TWIN FALLS CLINIC & HOSPITAL",42.559707,-114.46477,"666 SHOSHONE ST E",2013,"TWIN FALLS","ID",0,0,-.0094564
"130061",-.0577535,"SILVER VALLEY MEDICAL CENTER",47.492983,-115.95544,"400 W YELLOWSTONE",2013,"SILVERTON","ID",0,0,-.0577535
"1328",-.0074086,"MARY MCCLELLAN HOSPITAL",43.028098,-73.391611,"1 MYRTLE AVE",2013,"CAMBRIDGE","NY",0,0,-.0074086
"1350",-.0036947,"DISTRICT MEMORIAL HOSP OF SW NC",35.196898,-83.833501,"71 WHITAKER LN",2013,"ANDREWS","NC",0,0,-.0036947
"1353",-.0066523,"FRYE REGIONAL MEDICAL CENTER ALEXANDER CAMPUS",35.919864,-81.178196,"326 3RD ST SW",2013,"TAYLORSVILLE","NC",0,0,-.0066523
"14",-.0082008,"RANDOLPH MEDICAL CENTER",33.1588,-85.388172,"59928 HWY 22",2013,"ROANOKE","AL",0,0,-.0082008
"140039",-.0039406,"FAIRBURY HOSPITAL",40.742344,-88.509856,"519 S 5TH ST",2013,"FAIRBURY","IL",0,0,-.0039406
"140070",-.0071862,"WOOD RIVER TOWNSHIP HOSPITAL",38.873103,-90.09594,"EDWARDSVILLE RD",2013,"WOOD RIVER","IL",0,0,-.0071862
"140075",-.0015293,"MICHAEL REESE HOSPITAL & MED CENTER",41.839756,-87.613106,"2929 S ELLIS",2012,"CHICAGO","IL",0,0,-.0015293
"140087",-.0004044,"EDGEWATER MEDICAL CENTER",41.985405,-87.66987,"5700 N ASHLAND AVE",2012,"CHICAGO","IL",0,0,-.0004044
"140090",-.0003,"COLUMBUS HOSPITAL",41.928703,-87.639217,"2520 N LAKEVIEW AVE",2013,"CHICAGO","IL",0,0,-.0003
"140128",-.0188283,"SAINT JOSEPH HOSPITAL",42.258681,-88.828198,"1005 JULIEN ST",2013,"BELVIDERE","IL",0,0,-.0188283
"140152",-.0044879,"ADVOCATE BETHANY HOSPITAL",41.875393,-87.711866,"3435 W VAN BUREN",2013,"CHICAGO","IL",0,0,-.0044879
"140205",-.0013875,"SWEDISH AMERICAN MED CTR BELVIDERE",42.243146,-88.83913,"1625 S STATE ST",2013,"BELVIDERE","IL",0,0,-.0013875
"140207",-.0023048,"LINCOLN PARK HOSPITAL",41.921901,-87.642585,"550 W WEBSTER AVE",2012,"CHICAGO","IL",0,0,-.0023048
"140212",-.0045595,"ST CABRINI HOSPITAL",41.871787,-87.656803,"811 S LYTLE ST",2012,"CHICAGO","IL",0,0,-.0045595
"140215",-.0123494,"U M W OF A UNION HOSPITAL",37.900216,-88.93141,"507 W ST LOUIS ST",2013,"WEST FRANKFORT","IL",0,0,-.0123494
"140236",-.0041289,"CENTRAL COMMUNITY HOSPITAL",40.932597,-87.931783,"335 E 5TH AVE",2013,"CLIFTON","IL",0,0,-.0041289
"140253",-.0023469,"DOCTORS HOSP HYDE PK",41.789771,-87.586622,"5800 STONY ISLAND AVE",2012,"CHICAGO","IL",0,0,-.0023469
"140285",-.0080665,"DOCTORS HOSPITAL",39.725884,-89.640654,"5230 S 6TH ST",2012,"SPRINGFIELD","IL",0,0,-.0080665
"150014",-.0021133,"WINONA MEMORIAL HOSPITAL",39.814448,-86.156745,"3232 N MERIDIAN ST",2013,"INDIANAPOLIS","IN",0,0,-.0021133
"150063",-.0052589,"WELLS COMMUNITY HOSPITAL",40.729247,-85.171311,"1100 S MAIN ST",2013,"BLUFFTON","IN",0,0,-.0052589
"150073",-.0140906,"MCCRAY MEMORIAL HOSPITAL",41.442252,-85.253435,"951 E HOSPITAL DR",2013,"KENDALLVILLE","IN",0,0,-.0140906
"150099",-.0032251,"ST MARY COMMUNITY HOSPITAL",41.672938,-86.211823,"2515 E JEFFERSON BLVD",2013,"SOUTH BEND","IN",0,0,-.0032251
"150123",-.0030499,"WIRTH REGIONAL HOSPITAL",38.338659,-87.345013,"HWY 64 W RR 3",2013,"OAKLAND CITY","IN",0,0,-.0030499
"150138",-.0019359,"NORTHWEST FAMILY HOSPITAL",41.60087,-87.349205,"501 FAMILY PLAZA",2013,"GARY","IN",0,0,-.0019359
"1505",-.0028091,"WETUMKA GENERAL HOSPITAL",35.234772,-96.239204,"325 S WASHITA",2013,"WETUMKA","OK",0,0,-.0028091
"1590",-.0015137,"GRADUATE HOSPITAL",39.945113,-75.172678,"1 GRADUATE PLAZA",2013,"PHILA","PA",0,0,-.0015137
"1591",-.0029979,"WARMINSTER HOSPITAL",40.184756,-75.080439,"225 NEWTOWN RD",2013,"WARMINSTER","PA",0,0,-.0029979
"1592",-.0035518,"ALLEGHENY UNIV HOSP - MAIN CAMPUS",40.011798,-75.182273,"3300 HENRY AVE",2013,"PHILADELPHIA","PA",0,0,-.0035518
"1593",-.0083605,"PARKVIEW HOSPITAL",40.018264,-75.09818,"1331 E WYOMING AVE",2013,"PHILADELPHIA","PA",0,0,-.0083605
"1594",-.0004261,"ELKINS PARK HOSPITAL",40.073519,-75.104101,"60 E TOWNSHIP LINE RD",2013,"ELKINS PARK","PA",0,0,-.0004261
"1597",-.007145,"ASHLAND REGIONAL MEDICAL CENTER",40.771533,-76.330161,"101 BROAD ST ROUTE 61",2013,"ASHLAND","PA",0,0,-.007145
"160072",-.0034925,"STEWART MEMORIAL COMMUNITY HOSPITAL",42.267268,-94.746398,"1301 W MAIN ST",2013,"LAKE CITY","IA",0,0,-.0034925
"160085",-.0312539,"ELDORA REGIONAL MEDICAL CENTER",42.36068,-93.115241,"2413 EDGINGTON AVE",2013,"ELDORA","IA",0,0,-.0312539
"170033",-.0084984,"CENTRAL KANSAS MEDICAL CENTER",38.366541,-98.78692,"3515 BROADWAY ST",2013,"GREAT BEND","KS",0,0,-.0084984
"170044",-.0346611,"DECHAIRO HOSPITAL",39.394311,-96.415814,"208 N 1ST ST",2013,"WESTMORELAND","KS",0,0,-.0346611
"170144",-.0014139,"HERTZLER REGIONAL MEDICAL CENTER",38.002683,-97.508897,"328 POPLAR ST",2013,"HALSTEAD","KS",0,0,-.0014139
