id,iv,name,lat,lon,address,fileyear,noclose,ivplus,ivneg
"030105",-.003304,"BANNER HEART HOSPITAL",33.410435,-111.68558,"6750 E BAYWOOD AVE",2013,0,0,-.003304
"030126",-.015922,"ARIZONA REGIONAL MEDICAL CENTER",33.424694,-111.8228,"515 N MESA DR",2013,0,0,-.015922
"040020",-.0062054,"ST BERNARDS MEDICAL CENTER",35.837465,-90.703755,"225 E JACKSON",2013,0,0,-.0062054
"040067",.0121962,"MAGNOLIA HOSPITAL",33.275304,-93.239931,"101 HOSPITAL DR",2013,0,.0121962,0
"040081",-.0027955,"PIKE COUNTY HOSPITAL",34.070197,-93.680111,"315 E 13TH ST",2013,0,0,-.0027955
"040095",.0050587,"NEVADA COUNTY HOSPITAL",33.816717,-93.376059,"1467 W 1ST NORTH",2013,0,.0050587,0
"040114",.0049649,"BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK",34.744557,-92.38143,"9601 INTERSTATE 630, EXIT 7",2013,0,.0049649,0
"050002",.0011443,"ST ROSE HOSPITAL",37.632943,-122.08974,"27200 CALAROGA AVE",2013,0,.0011443,0
"050008",-.0002704,"CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP",37.768541,-122.43442,"45 CASTRO ST",2013,0,0,-.0002704
"050016",.0068928,"ARROYO GRANDE COMMUNITY HOSPITAL",35.113719,-120.59158,"345 S HALCYON RD",2012,0,.0068928,0
"050018",-.008246,"PACIFIC ALLIANCE MEDICAL CENTER",34.064569,-118.2391,"531 W COLLEGE ST",2013,0,0,-.008246
"050024",.0000332,"PARADISE VALLEY HOSPITAL",32.686204,-117.08366,"2400 E 4TH ST",2013,0,.0000332,0
"050025",-.0096966,"UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER",32.753785,-117.16501,"200 W ARBOR DR",2012,0,0,-.0096966
"050030",-.0011868,"OROVILLE HOSPITAL",39.504948,-121.54276,"2767 OLIVE HWY",2013,0,0,-.0011868
"050033",.0002995,"MT ZION HOSP & MED CTR OF THE UCSF",37.784363,-122.43971,"1600 DIVISADERO ST",2013,0,.0002995,0
"050036",-.0022065,"BAKERSFIELD MEMORIAL HOSPITAL",35.390461,-119.00447,"420 34TH ST",2012,0,0,-.0022065
"050038",-.0027302,"SANTA CLARA VALLEY MEDICAL CENTER",37.313388,-121.93191,"751 S BASCOM AVE",2013,0,0,-.0027302
"050041",.0016031,"VENCOR HOSPITAL - ONTARIO",34.06882,-117.64375,"550 N MONTEREY AVE",2013,0,.0016031,0
"050042",.0034225,"ST ELIZABETH COMMUNITY HOSPITAL",40.149241,-122.22135,"2550 SISTER MARY COLUMBA DR",2012,0,.0034225,0
"050043",.0037942,"ALTA BATES SUMMIT MEDICAL CENTER",37.820779,-122.26323,"350 HAWTHORNE AVE",2013,0,.0037942,0
"050056",-.0014177,"ANTELOPE VALLEY HOSPITAL",34.689379,-118.15978,"1600 W AVE J",2013,0,0,-.0014177
"050061",-.015867,"ST FRANCIS MED CENTER OF SANTA BARBARA",34.432579,-119.70147,"601 E MICHELTORENA ST",2013,0,0,-.015867
"050069",-.0028116,"ST JOSEPH HOSPITAL",33.782394,-117.86511,"1100 W STEWART DR",2013,0,0,-.0028116
"050072",-.0011374,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK",37.892343,-122.05812,"1425 S MAIN ST",2013,0,0,-.0011374
"050079",.0006676,"DOCTORS MEDICAL CENTER - SAN PABLO",37.954659,-122.33676,"2000 VALE RD",2013,0,.0006676,0
"050081",-.0032638,"SIERRA COMMUNITY HOSPITAL",36.786814,-119.78653,"2025 E DAKOTA AVE",2013,0,0,-.0032638
"050093",-.0051591,"SAINT AGNES MEDICAL CENTER",36.837045,-119.76521,"1303 E HERNDON AVE",2013,0,0,-.0051591
"050104",-.0026974,"SAINT FRANCIS MEDICAL CENTER",33.931139,-118.20361,"3630 E IMPERIAL HWY",2013,0,0,-.0026974
"050107",.0028446,"MARIAN REGIONAL MEDICAL CENTER",34.952079,-120.41338,"1400 E CHURCH ST",2013,0,.0028446,0
"050108",.0027601,"SUTTER GENERAL HOSPITAL",38.57167,-121.4701,"2801 L ST",2012,0,.0027601,0
"050109",.0072727,"SUTTER MEMORIAL HOSPITAL",38.570673,-121.43983,"5151 F ST",2013,0,.0072727,0
"050111",-.0034872,"TEMPLE COMMUNITY HOSPITAL",34.075343,-118.28368,"235 N HOOVER ST",2013,0,0,-.0034872
"050112",-.0057224,"SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL",34.027622,-118.48615,"1250 16TH ST",2013,0,0,-.0057224
"050116",-.0032698,"NORTHRIDGE HOSPITAL MEDICAL CENTER",34.220783,-118.53174,"18300 ROSCOE BLVD",2013,0,0,-.0032698
"050125",-.0009023,"REGIONAL MEDICAL CENTER OF SAN JOSE",37.363376,-121.84828,"225 N JACKSON AVE",2013,0,0,-.0009023
"050126",-.0041633,"VALLEY PRESBYTERIAN HOSPITAL",34.19391,-118.462,"15107 VANOWEN ST",2013,0,0,-.0041633
"050138",-.0088638,"KAISER FOUNDATION HOSPITAL - LOS ANGELES",34.098152,-118.29535,"4867 SUNSET BLVD",2013,0,0,-.0088638
"050145",-.003466,"COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA",36.578572,-121.91301,"23625 W R HOLMAN HWY",2013,0,0,-.003466
"050152",.0008436,"SAINT FRANCIS MEMORIAL HOSPITAL",37.789176,-122.41706,"900 HYDE ST",2012,0,.0008436,0
"050153",-.0005508,"O'CONNOR HOSPITAL",37.327054,-121.93721,"2105 FOREST AVE",2013,0,0,-.0005508
"050158",-.0015533,"ENCINO HOSPITAL MEDICAL CENTER",34.156834,-118.48699,"16237 VENTURA BLVD",2012,0,0,-.0015533
"050168",-.0300559,"ST JUDE MEDICAL CENTER",33.893412,-117.92846,"101 E VALENCIA MESA DR",2012,0,0,-.0300559
"050169",-.0011984,"PRESBYTERIAN INTERCOMMUNITY HOSPITAL",33.967435,-118.04808,"12401 E WASHINGTON BLVD",2013,0,0,-.0011984
"050192",-.0158171,"ADVENTIST MEDICAL CENTER - REEDLEY",36.607804,-119.45127,"372 W CYPRESS AVE",2013,0,0,-.0158171
"050214",-.0076813,"GRANADA HILLS COMMUNITY HOSPITAL",34.260301,-118.5023,"10445 BALBOA BLVD",2013,0,0,-.0076813
"050215",-.0029835,"SAN JOSE MEDICAL CENTER",37.342762,-121.87666,"675 E SANTA CLARA ST",2013,0,0,-.0029835
"050224",.0011046,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN",33.625081,-117.92804,"1 HOAG DR",2012,0,.0011046,0
"050226",-.0149384,"AHMC ANAHEIM REGIONAL MEDICAL CENTER",33.847154,-117.93396,"1111 W LA PALMA AVE",2013,0,0,-.0149384
"050235",.0005821,"PROVIDENCE SAINT JOSEPH MEDICAL CTR",34.155981,-118.32703,"501 S BUENA VISTA",2013,0,.0005821,0
"050238",-.0081501,"METHODIST HOSPITAL OF SOUTHERN CA",34.140077,-118.02473,"300 W HUNTINGTON DR",2013,0,0,-.0081501
"050239",-.0031668,"GLENDALE ADVENTIST MEDICAL CENTER",34.146607,-118.22953,"1509 E WILSON TERRACE",2012,0,0,-.0031668
"050241",-.0165756,"NORTH HOLLYWOOD MEDICAL CENTER",34.157629,-118.40801,"12629 RIVERSIDE DR",2013,0,0,-.0165756
"050254",.0006014,"MARSHALL MEDICAL CENTER (1-RH)",38.72561,-120.79093,"1100 MARSHALL WAY",2013,0,.0006014,0
"050264",-.0173373,"SAN LEANDRO HOSPITAL",37.714474,-122.14164,"13855 E 14TH ST",2013,0,0,-.0173373
"050272",-.0016125,"REDLANDS COMMUNITY HOSPITAL",34.037066,-117.20433,"350 TERRACINA BLVD",2012,0,0,-.0016125
"050276",-.0039646,"CONTRA COSTA REGIONAL MEDICAL CENTER",38.006466,-122.13089,"2500 ALHAMBRA AVE",2012,0,0,-.0039646
"050278",-.0090487,"PROVIDENCE HOLY CROSS MEDICAL CENTER",34.279015,-118.45964,"15031 RINALDI ST",2013,0,0,-.0090487
"050280",-.0080718,"MERCY MEDICAL CENTER REDDING",40.572322,-122.39724,"2175 ROSALINE AVE, CLAIRMONT HGTS",2013,0,0,-.0080718
"050286",-.0032094,"MEMORIAL HOSPITAL AT EXETER",36.299186,-119.13259,"215 CRESPI AVE",2013,0,0,-.0032094
"050290",-.0008502,"SAINT JOHN'S HEALTH CENTER",34.031266,-118.47976,"2121 SANTA MONICA BLVD",2013,0,0,-.0008502
"050296",-.0020161,"HAZEL HAWKINS MEMORIAL HOSPITAL",36.835106,-121.38615,"911 SUNSET DR",2013,0,0,-.0020161
"050299",-.0075626,"NORTHRIDGE HOSPITAL MED CTR-SHERMAN WY",34.199404,-118.4492,"14500 SHERMAN CIRCLE",2013,0,0,-.0075626
"050324",-.0107972,"SCRIPPS MEMORIAL HOSPITAL LA JOLLA",32.884605,-117.22237,"9888 GENESEE AVE",2013,0,0,-.0107972
"050325",-.0042999,"TUOLUMNE GENERAL MEDICAL FACILITY",37.974545,-120.37925,"101 E HOSPITAL RD",2013,0,0,-.0042999
"050360",-.0012227,"MARIN GENERAL HOSPITAL",37.946558,-122.53728,"250 BON AIR RD",2012,0,0,-.0012227
"050376",-.0071105,"LAC/HARBOR-UCLA MED CENTER",33.831588,-118.29335,"1000 W CARSON ST",2013,0,0,-.0071105
"050378",-.0109516,"PACIFICA HOSPITAL OF THE VALLEY",34.241197,-118.39573,"9449 SAN FERNANDO RD",2013,0,0,-.0109516
"050393",-.0023851,"DOWNEY REGIONAL MEDICAL CENTER",33.93527,-118.13196,"11500 BROOKSHIRE AVE",2013,0,0,-.0023851
"050396",-.0113336,"SANTA BARBARA COTTAGE HOSPITAL",34.430536,-119.72195,"400 W PUEBLO",2012,0,0,-.0113336
"050401",-.0067526,"WASHINGTON HOSPITAL",33.997789,-118.42563,"12101 W WASHINGTON BLVD",2013,0,0,-.0067526
"050407",.0015381,"CHINESE HOSPITAL",37.795771,-122.40908,"845 JACKSON ST",2012,0,.0015381,0
"050411",.0120554,"KAISER FOUNDATION HOSPITAL - SOUTH BAY",33.788946,-118.29407,"25825 S VERMONT AVE",2013,0,.0120554,0
"050418",.0001038,"VISALIA COMMUNITY HOSPITAL",36.316099,-119.29207,"1633 S COURT ST",2013,0,.0001038,0
"050438",.0016512,"HUNTINGTON MEMORIAL HOSPITAL",34.135759,-118.15232,"100 W CALIFORNIA BLVD",2013,0,.0016512,0
"050441",-.0028473,"STANFORD HOSPITAL",37.43323,-122.1767,"300 PASTEUR DR",2012,0,0,-.0028473
"050454",.0026561,"UCSF MEDICAL CENTER",37.763429,-122.45804,"505 PARNASSUS AVE",2012,0,.0026561,0
"050457",-.0084102,"ST MARY'S MEDICAL CENTER",37.773845,-122.45448,"450 STANYAN ST",2012,0,0,-.0084102
"050464",-.0027645,"DOCTORS MEDICAL CENTER",37.664838,-120.99621,"1441 FLORIDA AVE",2013,0,0,-.0027645
"050468",.0014689,"MEMORIAL HOSPITAL OF GARDENA",33.892371,-118.29522,"1145 W REDONDO BEACH BLVD",2013,0,.0014689,0
"050471",-.0020505,"GOOD SAMARITAN HOSPITAL",34.053187,-118.2653,"1225 WILSHIRE BLVD",2013,0,0,-.0020505
"050481",-.0023756,"WEST HILLS HOSPITAL & MEDICAL CENTER",34.203639,-118.62951,"7300 MEDICAL CENTER DR",2013,0,0,-.0023756
"050485",-.0035736,"LONG BEACH MEMORIAL MEDICAL CENTER",33.80804,-118.1851,"2801 ATLANTIC AVE",2012,0,0,-.0035736
"050502",-.0016255,"SAINT VINCENT MEDICAL CENTER",34.063299,-118.27392,"2131 W 3RD ST",2012,0,0,-.0016255
"050522",.0127316,"DOCTORS MEDICAL CENTER PINOLE CAMPUS",37.997561,-122.30125,"2151 APPIAN WAY",2013,0,.0127316,0
"050523",.0050654,"SUTTER DELTA MEDICAL CENTER",37.982517,-121.80554,"3901 LONE TREE WAY",2013,0,.0050654,0
"050551",-.0038113,"LOS ALAMITOS MEDICAL CENTER",33.803186,-118.06713,"3751 KATELLA AVE",2013,0,0,-.0038113
"050570",-.0128831,"FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER",33.715492,-117.93705,"17100 EUCLID ST",2013,0,0,-.0128831
"050578",-.0023771,"MARTIN LUTHER KING, JR - HARBOR HOSPITAL",33.923365,-118.23918,"12021 S WILMINGTON AVE",2012,0,0,-.0023771
"050581",-.0041653,"LAKEWOOD REGIONAL MEDICAL CENTER",33.860255,-118.14838,"3700 E SOUTH ST",2013,0,0,-.0041653
"050590",.0084345,"METHODIST HOSPITAL OF SACRAMENTO",38.464263,-121.41751,"7500 HOSPITAL DR",2013,0,.0084345,0
"050592",-.0114037,"BREA COMMUNITY HOSPITAL",33.932012,-117.9016,"380 W CENTRAL AVE",2013,0,0,-.0114037
"050598",-.0024743,"MISSION BAY HOSPITAL",32.803553,-117.21488,"3030 BUNKER HILL ST",2013,0,0,-.0024743
"050624",-.0050659,"HENRY MAYO NEWHALL MEMORIAL HOSPITAL",34.396429,-118.55302,"23845 MCBEAN PKWY",2013,0,0,-.0050659
"050625",-.0019269,"CEDARS-SINAI MEDICAL CENTER",34.076824,-118.38025,"8700 BEVERLY BLVD",2013,0,0,-.0019269
"050668",.00033,"LAGUNA HONDA HOSPITAL & REHABILITATION CENTER",37.747708,-122.45879,"375 LAGUNA HONDA BLVD",2013,0,.00033,0
"050677",-.0095922,"KAISER FOUNDATION HOSPITAL - WOODLAND HILLS",34.170461,-118.58818,"5601 DE SOTO",2013,0,0,-.0095922
"050684",-.0174367,"MENIFEE VALLEY MEDICAL CENTER",33.719534,-117.16429,"28400 MCCALL B0ULEVARD",2013,0,0,-.0174367
"050688",-.0061292,"SAINT LOUISE REGIONAL HOSPITAL",37.036567,-121.57383,"9400 NO NAME UNO",2012,0,0,-.0061292
"050693",-.0283716,"IRVINE REGIONAL HOSPITAL & MEDICAL CENTER",33.662521,-117.77292,"16200 SAND CANYON AVE",2013,0,0,-.0283716
"050724",-.0152767,"BAKERSFIELD HEART HOSPITAL",35.386109,-119.04302,"3001 SILLECT AVE",2013,0,0,-.0152767
"060004",-.000043,"PLATTE VALLEY MEDICAL CENTER",39.964841,-104.76836,"1600 PRAIRIE CENTER PARKWAY",2013,0,0,-.000043
"060009",-.0006874,"EXEMPLA LUTHERAN MEDICAL CENTER",39.769357,-105.08794,"8300 W 38TH AVE",2013,0,0,-.0006874
"060014",-.0018521,"PRESBYTERIAN ST LUKES MEDICAL CENTER",39.746097,-104.96693,"1719 E 19TH AVE",2013,0,0,-.0018521
"060023",.0001885,"ST MARYS HOSPITAL AND MEDICAL CENTER",39.091238,-108.5616,"2635 N 7TH ST",2013,0,.0001885,0
"060026",-.0008314,"PROVENANT MERCY HOSPITAL",39.742948,-104.95355,"1650 FILLMORE ST",2013,0,0,-.0008314
"060049",-.0082455,"YAMPA VALLEY MEDICAL CENTER",40.461914,-106.81677,"1024 CENTRAL PARK DR",2013,0,0,-.0082455
"060064",-.0017313,"CENTURA HEALTH-PORTER ADVENTIST HOSPITAL",39.670804,-104.97344,"2525 S DOWNING ST",2012,0,0,-.0017313
"060096",-.0045894,"VAIL VALLEY MEDICAL CENTER",39.642771,-106.38067,"181 W MEADOW DR",2013,0,0,-.0045894
"070002",-.0015124,"ST FRANCIS HOSPITAL & MEDICAL CENTER",41.775104,-72.69941,"114 WOODLAND ST",2013,0,0,-.0015124
"070006",-.0080764,"STAMFORD HOSPITAL",41.056016,-73.554094,"30 SHELBURNE RD",2012,0,0,-.0080764
"070012",-.0004914,"ROCKVILLE GENERAL HOSPITAL",41.866944,-72.450688,"31 UNION ST",2013,0,0,-.0004914
"070013",-.0002587,"MT SINAI HOSPITAL",41.799606,-72.695145,"500 BLUE HILLS AVE",2013,0,0,-.0002587
"070024",-.0038262,"WILLIAM W BACKUS HOSPITAL",41.542706,-72.086357,"326 WASHINGTON ST",2013,0,0,-.0038262
"070025",-.008242,"HARTFORD HOSPITAL",41.753978,-72.680738,"80 SEYMOUR ST",2012,0,0,-.008242
"070026",-.0011373,"WINSTED MEMORIAL HOSPITAL",41.930471,-73.075676,"115 SPENCER ST",2013,0,0,-.0011373
"070030",-.0062522,"ST JOSEPH MEDICAL CENTER, INC",41.064434,-73.533014,"128 STRAWBERRY HILL AVE",2013,0,0,-.0062522
"070033",-.0261138,"DANBURY HOSPITAL",41.405566,-73.447887,"24 HOSPITAL AVE",2013,0,0,-.0261138
"070036",-.0014755,"JOHN DEMPSEY HOSPITAL",41.735112,-72.795771,"263 FARMINGTON AVE",2013,0,0,-.0014755
"080003",-.0066712,"ST FRANCIS HOSPITAL",39.749507,-75.5666,"7TH & CLAYTON STS",2013,0,0,-.0066712
"080007",-.0178238,"BEEBE MEDICAL CENTER",38.771725,-75.143214,"424 SAVANNAH RD",2013,0,0,-.0178238
"090002",-.0066103,"HADLEY MEMORIAL HOSPITAL",38.824353,-77.012226,"4601 MARTIN LUTHER KING JR AVE, SW",2013,0,0,-.0066103
"090003",-.0014286,"HOWARD UNIVERSITY HOSPITAL",38.916905,-77.021871,"2041 GEORGIA AVE NW",2013,0,0,-.0014286
"090004",-.0053907,"GEORGETOWN UNIVERSITY HOSPITAL",38.911091,-77.075686,"3800 RESERVOIR RD",2012,0,0,-.0053907
"090007",-.0064552,"DISTRICT OF COLUMBIA GEN HOSPITAL",38.882727,-76.977208,"19TH & E STS SE",2013,0,0,-.0064552
"090011",-.0013342,"MEDSTAR WASHINGTON HOSPITAL CENTER",38.931139,-77.0109,"110 IRVING ST NW",2013,0,0,-.0013342
"100009",.0017109,"UNIVERSITY OF MIAMI HOSPITAL",25.787611,-80.215078,"1400 NW 12TH AVE",2013,0,.0017109,0
"100012",-.0094653,"LEE MEMORIAL HOSPITAL",26.626233,-81.872261,"2776 CLEVELAND AVE",2013,0,0,-.0094653
"100018",-.0004383,"NAPLES COMMUNITY HOSPITAL",26.151722,-81.798952,"350 7TH ST N",2012,0,0,-.0004383
"100019",-.0012158,"HOLMES REGIONAL MEDICAL CENTER",28.086959,-80.613525,"1350 S HICKORY ST",2013,0,0,-.0012158
"100030",-.0036846,"HEALTH CENTRAL",28.551764,-81.52555,"10000 W COLONIAL DR",2013,0,0,-.0036846
"100032",-.0006769,"BAYFRONT MEDICAL CENTER INC",27.76304,-82.641677,"701 6TH ST S",2013,0,0,-.0006769
"100034",-.0002002,"MOUNT SINAI MEDICAL CENTER",25.815615,-80.13762,"4300 ALTON RD",2012,0,0,-.0002002
"100039",-.0031597,"BROWARD HEALTH MEDICAL CENTER",26.102001,-80.142322,"1600 S ANDREWS AVE",2012,0,0,-.0031597
"100044",-.0011871,"MARTIN MEDICAL CENTER",27.198364,-80.243009,"200 SE HOSPITAL AVE",2013,0,0,-.0011871
"100045",-.0035172,"FLORIDA HOSPITAL DELAND",29.042619,-81.318415,"701 W PLYMOUTH AVE",2013,0,0,-.0035172
"100051",-.0026778,"SOUTH LAKE HOSPITAL",28.55237,-81.722444,"1900 DON WICKHAM DR",2013,0,0,-.0026778
"100054",-.0033752,"TWIN CITIES HOSPITAL",30.534821,-86.492676,"2190 HWY 85 N",2013,0,0,-.0033752
"100056",.0021967,"CLEVELAND CLINIC HOSPITAL",26.16338,-80.101018,"3100 WESTON RD",2013,0,.0021967,0
"100062",-.0005523,"MUNROE REGIONAL MEDICAL CENTER",29.174203,-82.13784,"1500 SW 1ST AVE",2013,0,0,-.0005523
"100073",.0068805,"HOLY CROSS HOSPITAL INC",26.185488,-80.117558,"4725 N FEDERAL HWY",2012,0,.0068805,0
"100074",.0016022,"ST CLOUD HOSPITAL",28.2441,-81.301353,"2906 17TH ST",2013,0,.0016022,0
"100076",-.0013825,"METROPOLITAN HOSPITAL OF MIAMI",25.777898,-80.293123,"5959 NW 7TH ST",2013,0,0,-.0013825
"100080",-.0089591,"JFK MEDICAL CENTER",26.59913,-80.090088,"5301 S CONGRESS AVE",2013,0,0,-.0089591
"100086",.0031097,"BROWARD HEALTH NORTH",26.275132,-80.120464,"201 E SAMPLE RD",2013,0,.0031097,0
"100087",-.0014689,"SARASOTA MEMORIAL HOSPITAL",27.318257,-82.529658,"1700 S TAMIAMI TRL",2013,0,0,-.0014689
"100092",-.0030834,"WUESTHOFF MEDICAL CENTER  ROCKLEDGE",28.334535,-80.723377,"110 LONGWOOD AVE",2013,0,0,-.0030834
"100105",-.0326133,"INDIAN RIVER MEDICAL CENTER",27.658446,-80.396874,"1000 36TH ST",2012,0,0,-.0326133
"100110",-.002714,"OSCEOLA REGIONAL MEDICAL CENTER",28.300913,-81.41126,"700 W OAK ST",2013,0,0,-.002714
"100125",.005237,"HOMESTEAD HOSPITAL",25.479775,-80.43018,"975 BAPTIST WAY",2013,0,.005237,0
"100126",-.0050366,"PALMS OF PASADENA HOSPITAL",27.752792,-82.738619,"1501 PASADENA AVE S",2013,0,0,-.0050366
"100131",.0029523,"AVENTURA HOSPITAL AND MEDICAL CENTER",25.969094,-80.144623,"20900 BISCAYNE BLVD",2013,0,.0029523,0
"100145",-.0001352,"PINELLAS COMMUNITY HOSPITAL",27.844226,-82.728677,"7950 66 ST N",2013,0,0,-.0001352
"100151",.0000851,"MAYO CLINIC",30.265556,-81.437629,"4500 SAN PABLO RD",2013,0,.0000851,0
"100157",-.0039697,"LAKELAND REGIONAL MEDICAL CENTER",28.061214,-81.953268,"1324 LAKELAND HILLS BLVD",2013,0,0,-.0039697
"100165",-.0006966,"SOUTHERN WINDS",25.748008,-80.317219,"2500 SW 75 AVE",2013,0,0,-.0006966
"100168",.0002685,"BOCA RATON REGIONAL HOSPITAL",26.35944,-80.10287,"800 MEADOWS RD",2013,0,.0002685,0
"100172",.0100282,"SOUTH BEACH COMMUNITY HOSPITAL",25.776098,-80.140838,"630 ALTON RD",2012,0,.0100282,0
"100174",-.0115024,"CLEARWATER COMMUNITY HOSPITAL",27.957085,-82.773572,"1521 E DRUID RD E",2013,0,0,-.0115024
"100176",.0059946,"PALM BEACH GARDENS MEDICAL CENTER",26.83076,-80.085961,"3360 BURNS RD",2013,0,.0059946,0
"100186",-.0035639,"PHYSICIANS COMMUNITY HOSPITAL",27.740796,-82.640759,"3030 6TH ST S",2013,0,0,-.0035639
"100189",.0026103,"NORTHWEST MEDICAL CENTER",26.261608,-80.202077,"2801 N STATE RD 7",2013,0,.0026103,0
"100200",-.0111142,"BROWARD HEALTH IMPERIAL POINT",26.206895,-80.108064,"6401 N FEDERAL HWY",2013,0,0,-.0111142
"100204",.0005714,"NORTH FLORIDA REGIONAL MEDICAL CENTER",29.659707,-82.413012,"6500 NEWBERRY RD",2013,0,.0005714,0
"100207",-.0049598,"PALM BEACH REGIONAL HOSPITAL",26.628448,-80.085755,"2829 10 AVE N",2013,0,0,-.0049598
"100213",-.003542,"BLAKE MEDICAL CENTER",27.482494,-82.620452,"2020 59TH ST W",2013,0,0,-.003542
"100223",.0020911,"FORT WALTON BEACH MEDICAL CENTER",30.455182,-86.633229,"1000 MAR-WALT DR",2013,0,.0020911,0
"100234",.0117275,"WEST PALM HOSPITAL",26.758946,-80.086828,"2201 45TH ST",2013,0,.0117275,0
"100236",-.002876,"FAWCETT MEMORIAL HOSPITAL",26.987882,-82.096867,"21298 OLEAN BLVD",2013,0,0,-.002876
"100237",.0134892,"NORTH RIDGE MEDICAL CENTER",26.198251,-80.132496,"5757 N DIXIE HWY",2013,0,.0134892,0
"100238",.0002575,"NORTHSIDE HOSPITAL",27.826004,-82.699988,"6000 49TH ST N",2012,0,.0002575,0
"100242",-.007552,"GULF COAST MEDICAL CENTER",30.189709,-85.667381,"449 W 23RD ST",2013,0,0,-.007552
"100243",-.0053201,"BRANDON REGIONAL HOSPITAL",27.934154,-82.286079,"119 OAKFIELD DR",2013,0,0,-.0053201
"100244",-.0132525,"CAPE CORAL HOSPITAL",26.639635,-81.940948,"636 DEL PRADO BLVD",2012,0,0,-.0132525
